$\mu / t$,0.0,2.5125628140703515,5.025125628140703,7.537688442211055,10.050251256281406,12.56281407035176,15.07537688442211,17.58793969849246,20.100502512562812,22.613065326633166,25.12562814070352,27.638190954773865,30.15075376884422,32.66331658291457,35.17587939698492,37.68844221105527,40.201005025125625,42.713567839195974,45.22613065326633,47.73869346733668,50.25125628140704,52.76381909547737,55.27638190954773,57.78894472361808,60.30150753768844,62.81407035175879,65.32663316582914,67.8391959798995,70.35175879396984,72.86432160804019,75.37688442211054,77.88944723618089,80.40201005025125,82.9145728643216,85.42713567839195,87.9396984924623,90.45226130653266,92.96482412060301,95.47738693467336,97.98994974874373,100.50251256281408,103.0150753768844,105.52763819095475,108.0402010050251,110.55276381909546,113.06532663316581,115.57788944723616,118.09045226130652,120.60301507537687,123.11557788944722,125.62814070351757,128.14070351758792,130.65326633165827,133.16582914572865,135.678391959799,138.19095477386935,140.70351758793967,143.21608040201005,145.72864321608037,148.24120603015072,150.75376884422107,153.26633165829142,155.77889447236177,158.29145728643212,160.8040201005025,163.31658291457285,165.8291457286432,168.34170854271355,170.8542713567839,173.36683417085425,175.8793969849246,178.39195979899498,180.90452261306532,183.41708542713567,185.92964824120602,188.44221105527637,190.95477386934672,193.46733668341707,195.97989949748745,198.4924623115578,201.00502512562815,203.51758793969844,206.0301507537688,208.54271356783914,211.0552763819095,213.56783919597984,216.0804020100502,218.59296482412057,221.10552763819092,223.61809045226127,226.13065326633162,228.64321608040197,231.15577889447232,233.66834170854267,236.18090452261305,238.6934673366834,241.20603015075375,243.7185929648241,246.23115577889445,248.7437185929648,251.25628140703515,253.76884422110552,256.28140703517585,258.7939698492462,261.30653266331655,263.8190954773869,266.3316582914573,268.8442211055276,271.356783919598,273.8693467336683,276.3819095477387,278.89447236180905,281.40703517587934,283.9195979899497,286.4321608040201,288.9447236180904,291.45728643216074,293.9698492462311,296.48241206030144,298.9949748743718,301.50753768844214,304.02010050251255,306.53266331658284,309.04522613065325,311.55778894472354,314.07035175879395,316.58291457286424,319.09547738693465,321.608040201005,324.12060301507535,326.6331658291457,329.14572864321605,331.6582914572864,334.17085427135675,336.6834170854271,339.1959798994975,341.7085427135678,344.2211055276382,346.7336683417085,349.24623115577884,351.7587939698492,354.27135678391954,356.78391959798995,359.29648241206024,361.80904522613065,364.32160804020094,366.83417085427135,369.34673366834164,371.85929648241205,374.3718592964824,376.88442211055275,379.3969849246231,381.90954773869345,384.4221105527638,386.93467336683415,389.4472361809045,391.9597989949749,394.4723618090452,396.9849246231156,399.4974874371859,402.0100502512563,404.52261306532654,407.0351758793969,409.54773869346724,412.0603015075376,414.57286432160794,417.0854271356783,419.5979899497487,422.110552763819,424.6231155778894,427.1356783919597,429.6482412060301,432.1608040201004,434.6733668341708,437.18592964824114,439.6984924623115,442.21105527638184,444.7236180904522,447.23618090452254,449.7487437185929,452.26130653266324,454.77386934673365,457.28643216080394,459.79899497487435,462.31155778894464,464.824120603015,467.33668341708534,469.8492462311557,472.3618090452261,474.8743718592964,477.3869346733668,479.8994974874371,482.4120603015075,484.9246231155778,487.4371859296482,489.94974874371854,492.4623115577889,494.97487437185924,497.4874371859296,499.99999999999994
-0.18241206030150753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1793969849246231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1763819095477387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.17336683417085427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.17035175879396985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1673366834170854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.164321608040201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.16130653266331657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.15829145728643215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.15527638190954773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.15226130653266332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.1492462311557789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
